acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,label
0.0586,0.62,298600,0.679,0.000256,7,0.19,22.993,1,0.0272,112.011,4,0.627,1
0.117,0.678,274467,0.727,0.00396,2,0.354,22.156,0,0.0258,133.481,4,0.71,1
0.849,0.39,184667,0.302,0.000191,0,0.122,19.638,1,0.0379,109.394,3,0.232,1
0.103,0.696,226326,0.491,1.89E-06,3,0.131,19.938,0,0.106,122.095,4,0.408,0
0.0556,0.423,155413,0.66,3.06E-05,2,0.134,22.597,1,0.12,177.954,4,0.663,1
0.791,0.347,184693,0.384,1.44E-05,11,0.32,21.882,1,0.0308,91.198,4,0.354,1
0.309,0.57,192882,0.422,0.000421,5,0.138,20.568,0,0.0335,85.027,4,0.0751,1
0.0624,0.531,122025,0.767,5.70E-05,8,0.164,25.226,1,0.0581,148.022,4,0.837,1
0.381,0.606,273455,0.71,0,1,0.103,23.942,1,0.0528,107.85,4,0.495,1
0.176,0.582,208613,0.818,0,1,0.137,24.821,1,0.0335,108.983,4,0.316,1
0.554,0.47,241187,0.625,0.000273,1,0.924,20.772,1,0.068,138.215,4,0.399,1
0.00898,0.635,170638,0.472,0,8,0.117,26.131,0,0.511,174.008,4,0.373,0
0.135,0.651,189531,0.876,0,8,0.224,22.967,1,0.357,76.166,4,0.736,0
0.42,0.722,204000,0.658,7.46E-06,9,0.126,21.979,0,0.0354,140.333,4,0.735,1
0.275,0.411,320920,0.699,0.000187,1,0.7,20.739,0,0.0742,97.133,4,0.242,1
0.987,0.464,618400,0.139,0.908,2,0.0696,9.79,1,0.0393,134.537,4,0.372,1
0.843,0.175,167533,0.277,0.001,7,0.254,17.553,1,0.0345,138.29,4,0.339,1
0.02,0.378,250627,0.638,7.66E-05,10,0.0849,24.424,1,0.075,184.086,4,0.735,1
0.423,0.665,190932,0.699,0,11,0.0969,24.735,1,0.0578,124.896,4,0.585,1
0.198,0.655,229407,0.681,0,4,0.373,22.733,0,0.429,115.032,5,0.689,0
0.325,0.467,243720,0.678,2.31E-05,4,0.101,23.271,0,0.0397,149.22,3,0.156,1
0.0143,0.608,97004,0.753,0.000636,5,0.0818,23.791,0,0.0331,144.85,4,0.934,1
0.168,0.859,195613,0.756,4.65E-05,8,0.163,26.64,0,0.0643,102.033,4,0.91,0
0.36,0.201,262360,0.488,0.118,0,0.666,19.087,1,0.0284,88.582,4,0.104,1
0.00347,0.547,286800,0.854,0.0336,2,0.323,26.237,1,0.0299,110.047,4,0.347,1
0.00427,0.597,171360,0.837,0.00114,10,0.839,23.482,1,0.375,126.342,4,0.447,0
0.113,0.875,163687,0.369,0,10,0.105,21.703,1,0.215,115.014,4,0.453,1
0.359,0.425,238587,0.562,4.68E-05,2,0.103,23.572,0,0.0278,81.016,4,0.488,1
0.0125,0.471,213507,0.802,1.45E-06,1,0.702,26.401,0,0.27,88.615,4,0.653,0
0.22,0.831,152449,0.479,6.29E-05,0,0.0985,18.693,0,0.0498,105.973,4,0.744,1
0.748,0.42,366179,0.324,0.839,9,0.0723,15.3,0,0.0556,183.02,3,0.33,1
0.767,0.309,221840,0.28,0,2,0.269,17.988,1,0.0311,165.211,4,0.64,1
0.0261,0.748,292613,0.499,0.00627,10,0.202,20.347,1,0.0407,119.528,4,0.568,1
0.00171,0.721,197442,0.925,0.0545,4,0.547,26.792,0,0.196,111.961,4,0.37,0
0.0455,0.744,205880,0.861,0,1,0.321,26.49,0,0.0936,129.88,4,0.689,0
0.893,0.25,211733,0.144,0,7,0.296,17.065,1,0.041,175.22,3,0.243,1
0.0038,0.532,247427,0.783,0.0012,2,0.161,24.303,1,0.0523,124.08,4,0.643,1
0.709,0.351,221067,0.544,8.82E-06,8,0.718,20.4,1,0.0415,129.056,4,0.163,1
0.365,0.772,284533,0.242,0.693,0,0.0745,19.798,1,0.0584,127.928,4,0.48,1
0.713,0.606,244027,0.457,2.53E-05,6,0.0747,15.965,0,0.0497,92.033,4,0.813,1
0.589,0.646,181227,0.828,0,8,0.0613,21.658,1,0.038,93.185,4,0.539,0
0.926,0.81,122000,0.288,0.0107,10,0.236,20.029,1,0.0412,93.266,4,0.949,0
0.281,0.668,182520,0.514,0,6,0.13,23.064,0,0.359,126.913,5,0.674,0
0.817,0.694,118805,0.358,0.27,4,0.113,14.112,1,0.032,105.089,4,0.952,1
0.194,0.882,227640,0.442,0.0177,4,0.0904,14.726,1,0.0549,115.895,4,0.965,1
0.00204,0.576,193125,0.827,0.00101,2,0.145,23.764,1,0.312,153.167,5,0.403,0
0.0229,0.942,264027,0.539,0.000276,4,0.0887,19.558,0,0.0866,125.035,4,0.727,1
0.936,0.62,201867,0.13,4.89E-06,1,0.117,18.753,1,0.0862,73.191,4,0.157,1
0.401,0.602,195053,0.714,0,5,0.172,26.893,1,0.0273,122.058,4,0.825,0
0.049,0.739,205533,0.621,0.00369,11,0.0718,23.071,0,0.238,85.969,4,0.462,0
0.702,0.439,308520,0.488,0.000339,11,0.16,15.536,1,0.0615,93.017,4,0.629,1
0.913,0.902,195533,0.186,0.617,2,0.176,20.168,1,0.0502,101.975,4,0.747,1
0.0234,0.876,232000,0.71,0.000161,11,0.0573,23.554,0,0.0446,121.072,4,0.828,0
0.515,0.567,178013,0.94,3.51E-05,3,0.441,24.839,1,0.049,84.188,4,0.967,0
0.448,0.543,181240,0.597,0,0,0.28,25.059,0,0.0291,83.01,4,0.452,1
0.813,0.513,230520,0.662,0.18,11,0.288,17.213,1,0.0435,101.275,4,0.734,1
0.063,0.365,227102,0.371,1.83E-06,7,0.302,22.907,1,0.0672,186.031,3,0.235,1
9.16E-05,0.495,185467,0.787,0,8,0.167,23.11,1,0.0368,140.003,4,0.388,1
0.101,0.681,204699,0.925,1.70E-05,8,0.343,24.564,1,0.209,135.953,4,0.646,0
0.284,0.438,236493,0.464,0.0035,1,0.221,22.169,1,0.0304,119.601,4,0.321,1
0.293,0.703,309320,0.879,0.00202,9,0.148,25.433,1,0.041,105.646,4,0.869,1
0.808,0.426,161173,0.619,0,9,0.11,23.249,1,0.0768,148.188,4,0.362,1
0.772,0.637,208307,0.273,0.000503,4,0.122,18.129,0,0.0291,114.036,4,0.189,1
0.939,0.303,212573,0.0714,0.535,8,0.0994,3.455,1,0.044,85.24,4,0.312,1
0.229,0.445,222540,0.854,0,2,0.394,25.376,1,0.352,92.454,4,0.485,0
0.0553,0.66,157643,0.775,0,2,0.129,25.074,1,0.172,157.036,4,0.635,0
0.0796,0.882,210413,0.905,0.000225,9,0.0698,18.436,1,0.0348,124.685,4,0.967,1
0.00541,0.798,171000,0.717,0.00127,9,0.0613,25.436,1,0.118,105.024,4,0.775,1
0.112,0.561,226400,0.702,0.000384,0,0.384,24.078,1,0.0313,124.943,4,0.64,1
0.0127,0.72,234160,0.663,0,1,0.141,23.466,1,0.282,79.944,4,0.487,0
0.0193,0.539,292093,0.907,0,0,0.825,25.243,0,0.13,154,4,0.553,0
0.0126,0.676,265240,0.822,5.78E-05,6,0.583,22.332,0,0.0844,94.301,4,0.668,0
0.284,0.629,171892,0.845,0,11,0.386,23.902,0,0.333,147.983,4,0.482,0
0.608,0.828,228693,0.523,2.55E-05,1,0.108,16.826,0,0.0417,121.58,4,0.778,1
0.374,0.625,194733,0.6,0.0248,1,0.151,22.25,1,0.0291,85.959,4,0.18,0
0.0242,0.502,226800,0.595,0,5,0.436,24.434,1,0.0286,107.642,4,0.449,0
0.0325,0.678,219253,0.857,0,10,0.0788,24.827,0,0.216,94.95,4,0.622,0
0.596,0.781,248159,0.489,0,6,0.104,22.512,1,0.131,120.027,4,0.535,1
0.833,0.557,184227,0.466,0.928,5,0.0675,15.294,1,0.034,118.83,4,0.877,1
0.424,0.723,198067,0.679,5.60E-05,2,0.317,22.483,1,0.0357,126.028,4,0.71,1
0.905,0.579,101148,0.221,1.21E-06,0,0.102,20.336,1,0.0478,118.871,3,0.221,1
0.699,0.425,245573,0.334,0,7,0.278,16.704,1,0.0267,80.274,4,0.403,1
0.0284,0.856,174785,0.854,0,6,0.045,26.02,1,0.103,117.947,4,0.846,0
0.975,0.618,273800,0.0772,0.919,9,0.107,8.694,0,0.0514,104.691,4,0.36,1
0.743,0.399,264067,0.376,0.000149,5,0.543,21.205,1,0.045,104.519,4,0.28,1
0.913,0.292,197613,0.246,0.0883,0,0.209,20.242,1,0.033,140.316,4,0.249,1
0.0689,0.732,150456,0.719,1.66E-06,11,0.0929,21.812,1,0.118,155.056,4,0.77,1
0.446,0.74,209547,0.63,0,11,0.08,23.265,1,0.0338,95.014,4,0.464,1
0.212,0.484,238248,0.849,0,0,0.141,24.824,1,0.0843,148.179,4,0.469,1
0.0325,0.746,179974,0.779,5.64E-06,6,0.301,26.072,0,0.268,99.906,4,0.535,0
0.000742,0.5,186579,0.902,0.137,1,0.164,25.33,0,0.0718,91.059,4,0.619,0
0.0161,0.828,187401,0.797,0,4,0.0547,25.392,1,0.259,130.017,4,0.743,0
0.991,0.428,225733,0.0322,0.903,0,0.103,5.733,1,0.0452,63.694,3,0.213,1
0.805,0.331,210040,0.357,0.638,0,0.0959,22.134,0,0.102,171.082,3,0.235,1
0.353,0.685,48093,0.481,0,2,0.304,19.987,1,0.228,116.888,4,0.893,0
0.00194,0.919,219880,0.73,8.51E-05,1,0.101,23.419,1,0.088,95.044,4,0.189,0
0.0226,0.814,144080,0.855,0.000326,2,0.144,25.947,1,0.191,170.065,4,0.863,0
0.307,0.659,146325,0.692,1.49E-05,0,0.132,23.725,0,0.0278,98.077,4,0.37,1
0.308,0.472,234960,0.473,0,2,0.147,21.467,1,0.0304,80.002,3,0.229,1
0.0131,0.642,284400,0.931,0.825,1,0.215,25.858,1,0.0417,152.005,4,0.548,0
0.938,0.408,295693,0.202,2.11E-06,9,0.0982,15.95,0,0.0376,86.476,3,0.12,1
0.0623,0.721,178507,0.766,0,1,0.332,25.932,1,0.226,94.952,4,0.785,0
0.0359,0.761,219120,0.639,0,5,0.0945,22.423,0,0.0539,164.088,4,0.922,0
0.65,0.746,196364,0.692,0,0,0.116,25.802,0,0.396,110.066,4,0.555,0
0.682,0.427,297933,0.377,0,5,0.105,21.864,1,0.0334,125.081,4,0.245,1
0.0054,0.522,286560,0.764,0.00142,10,0.287,23.002,1,0.0352,117.021,4,0.467,1
0.000358,0.626,274213,0.799,0.00155,11,0.36,23.388,0,0.046,98.992,4,0.369,1
0.832,0.296,186794,0.185,1.24E-05,0,0.111,17.571,1,0.0328,86.294,4,0.216,1
0.923,0.173,312400,0.167,0.0124,2,0.11,12.602,1,0.0409,71.746,1,0.0332,1
0.944,0.381,215160,0.214,0,4,0.106,18.371,1,0.0337,127.581,3,0.393,1
0.471,0.633,255213,0.434,0,0,0.233,19.697,1,0.152,84.035,4,0.418,1
0.461,0.585,185373,0.738,2.51E-05,2,0.274,24.273,0,0.0271,107.947,4,0.592,1
0.0683,0.643,215160,0.877,0,8,0.346,24.195,1,0.0502,130.193,4,0.843,0
0.887,0.389,214067,0.13,0.326,2,0.086,7.186,1,0.0367,83.679,4,0.529,1
0.764,0.803,67213,0.147,0,10,0.102,12.59,1,0.233,100.285,4,0.778,0
0.0746,0.738,208000,0.988,1.31E-05,9,0.46,28.681,0,0.327,150.015,4,0.402,0
0.166,0.708,213440,0.666,0.000229,2,0.0929,22.958,1,0.0349,89.019,4,0.834,1
0.321,0.185,248560,0.453,1.45E-05,8,0.105,19.405,1,0.0338,64.983,4,0.173,1
0.362,0.29,237747,0.571,0,6,0.281,21.447,0,0.0403,98.42,4,0.518,1
0.000111,0.534,234093,0.911,0.000406,9,0.078,27.174,1,0.0441,139.02,4,0.681,1
0.00118,0.61,180000,0.969,0.0743,0,0.184,26.448,1,0.0556,127.976,4,0.236,0
0.0144,0.507,213338,0.665,0,0,0.0759,22.402,1,0.0474,126.879,4,0.4,1
0.452,0.699,108502,0.563,0,5,0.375,23.485,0,0.447,112.35,3,0.766,1
0.885,0.217,292400,0.305,0.00271,1,0.201,20.505,1,0.0321,82.848,4,0.12,1
0.756,0.47,130227,0.299,0.514,2,0.278,12.852,1,0.0379,130.595,4,0.534,1
0.279,0.774,184028,0.619,3.31E-06,8,0.194,23.817,1,0.0641,87.02,4,0.866,1
0.000123,0.698,222857,0.972,0.599,11,0.102,27.403,1,0.0445,139.943,4,0.036,0
0.0601,0.685,205280,0.803,0,2,0.546,25.749,1,0.156,107.005,4,0.799,0
0.0141,0.697,228427,0.949,0,0,0.748,22.798,1,0.0353,132.379,4,0.904,0
0.988,0.318,403280,0.0451,0.888,10,0.0769,2.873,1,0.0483,79.544,4,0.142,1
0.846,0.47,233720,0.265,0.00162,5,0.144,14.122,1,0.0396,137.398,4,0.357,1
0.133,0.439,232858,0.715,0.0014,3,0.0921,22.274,1,0.0353,151.946,4,0.42,1
0.992,0.594,244480,0.0305,0.947,4,0.0932,4.223,0,0.041,71.226,3,0.214,1
0.0091,0.405,220333,0.76,0,7,0.375,25.137,1,0.0407,109.875,4,0.317,1
0.206,0.797,244240,0.654,0.00214,9,0.0641,17.348,1,0.0389,134.055,4,0.963,1
0.971,0.554,218627,0.331,0.223,2,0.107,16.992,0,0.0466,184.098,4,0.446,1
0.0792,0.614,212608,0.667,0.000409,1,0.54,24.232,1,0.0234,95.049,4,0.742,1
0.0193,0.524,228147,0.873,0,10,0.392,24.089,1,0.0895,150.009,4,0.617,1
0.0898,0.505,254093,0.657,0,9,0.0606,22.746,1,0.288,135.995,4,0.666,0
0.103,0.701,219533,0.968,0,1,0.832,29.087,1,0.078,100.009,4,0.913,0
0.498,0.821,237546,0.732,0.00113,2,0.12,26.343,1,0.336,90.983,4,0.789,0
0.839,0.342,335667,0.243,0.894,8,0.108,9.369,1,0.0327,143.985,4,0.253,1
0.344,0.612,59305,0.317,0,10,0.274,18.923,1,0.33,47.193,4,0.406,1
0.688,0.533,214667,0.0416,2.03E-05,5,0.39,2.544,1,0.04,107.249,4,0.297,1
0.256,0.565,345627,0.807,4.75E-06,7,0.0828,24.529,1,0.0296,87.457,4,0.549,1
0.0512,0.743,237160,0.671,0,9,0.116,24.759,1,0.122,163.229,4,0.499,0
0.165,0.76,221773,0.777,0.00716,1,0.19,21.856,1,0.0369,123.033,4,0.72,1
0.0662,0.715,184918,0.687,0,8,0.0663,23.723,1,0.312,177.032,4,0.697,0
0.416,0.404,268893,0.378,0,5,0.0787,21.245,1,0.0345,125.601,4,0.261,1
0.00403,0.836,214787,0.857,0.0607,11,0.0789,27.726,1,0.0918,127.993,4,0.488,0
0.809,0.6,79595,0.549,4.26E-06,4,0.14,19.645,0,0.125,92.439,4,0.471,1
0.0111,0.727,257987,0.431,0.0166,2,0.506,17.993,1,0.395,150.005,4,0.223,0
0.769,0.322,244293,0.54,0,1,0.12,23.712,0,0.0273,93.776,4,0.178,1
0.163,0.684,243933,0.675,0,11,0.242,21.877,1,0.0257,107.064,4,0.924,1
0.86,0.268,174013,0.158,1.02E-05,4,0.0873,13.969,1,0.0381,175.85,4,0.39,1
0.000924,0.586,227741,0.877,0.0811,8,0.0723,27.627,1,0.105,125.014,4,0.447,1
0.78,0.563,259120,0.487,3.17E-06,0,0.608,21.246,0,0.0259,110.046,4,0.69,1
0.0662,0.585,169533,0.717,2.87E-05,4,0.0945,19.707,0,0.0378,105.505,4,0.532,1
0.00197,0.487,213000,0.867,0.00602,10,0.0968,26.707,0,0.0543,160.048,4,0.403,0
0.491,0.608,143213,0.473,0,7,0.778,17.956,1,0.369,114.132,3,0.503,0
0.17,0.705,242533,0.643,0,6,0.234,24.691,0,0.123,165.96,4,0.69,0
0.811,0.36,344867,0.492,0,1,0.276,19.675,1,0.0431,135.455,4,0.302,1
0.0371,0.685,183894,0.638,0,6,0.0987,23.461,1,0.0367,123.442,4,0.414,1
0.0548,0.602,295453,0.629,2.23E-06,9,0.0813,24.204,1,0.0274,78.009,4,0.47,1
0.0793,0.766,197604,0.742,0,1,0.0871,23.794,1,0.169,124.076,4,0.904,0
0.124,0.519,242227,0.495,0.00626,6,0.183,18.998,0,0.101,95.078,4,0.262,1
0.265,0.789,183947,0.57,0,0,0.0875,23.217,1,0.0549,119.985,4,0.59,1
0.457,0.689,205667,0.815,0,9,0.115,26.24,1,0.0297,112.987,4,0.753,0
0.0516,0.836,179524,0.857,3.36E-06,6,0.489,25.852,1,0.271,126.019,4,0.966,0
0.328,0.497,240213,0.661,0.000317,9,0.211,20.953,1,0.0361,180.225,4,0.894,1
0.12,0.702,165173,0.788,0,5,0.171,28.545,0,0.251,163.903,4,0.645,0
0.823,0.635,89067,0.338,0.000434,9,0.221,21.922,1,0.512,168.163,3,0.736,0
0.0325,0.544,238493,0.5,3.78E-06,11,0.109,21.747,1,0.026,93.621,4,0.177,1
0.992,0.525,226293,0.0633,0.905,9,0.105,6.928,1,0.0497,71.855,4,0.297,1
0.545,0.365,237267,0.52,0,9,0.111,23.48,1,0.0331,106.152,4,0.4,1
0.00513,0.834,312820,0.73,0,8,0.124,26.286,1,0.222,155.008,4,0.446,0
